State,Quarter,CrashID,Month,Year,Hour,Crash_Type,Number_of_Fatalities,Bus_Involvement,Heavy_Rigid_Truck_Involvement,Speed Group,Articulated_Truck_Involvement,Speed_Limit
NSW,14,2nd Quarter,04.April,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
SA,14,2nd Quarter,04.April,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
VIC,14,2nd Quarter,04.April,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,100
SA,14,2nd Quarter,04.April,1996,Afternoon, Multiple vehicle,2,No,unknown,Speed D:Slow,No,110
VIC,14,2nd Quarter,04.April,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,80
WA,14,2nd Quarter,04.April,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,14,2nd Quarter,04.April,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,15,2nd Quarter,04.April,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,15,2nd Quarter,04.April,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
SA,15,2nd Quarter,04.April,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
WA,16,2nd Quarter,04.April,1996,Morning,Pedestrian,1,No,unknown,Speed D:Slow,Yes,60
SA,16,2nd Quarter,04.April,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,110
NSW,16,2nd Quarter,04.April,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
TAS,16,2nd Quarter,04.April,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
VIC,17,2nd Quarter,04.April,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,17,2nd Quarter,04.April,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,100
QLD,17,2nd Quarter,04.April,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,17,2nd Quarter,04.April,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
TAS,17,2nd Quarter,04.April,1996,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,60
WA,18,2nd Quarter,04.April,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
SA,18,2nd Quarter,04.April,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,60
VIC,18,2nd Quarter,04.April,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
VIC,18,2nd Quarter,04.April,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,60
NSW,19,2nd Quarter,04.April,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,60
WA,19,2nd Quarter,04.April,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,110
VIC,19,2nd Quarter,04.April,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,70
VIC,20,2nd Quarter,04.April,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,20,2nd Quarter,04.April,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NT,20,2nd Quarter,04.April,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,110
VIC,21,2nd Quarter,04.April,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,100
SA,21,2nd Quarter,04.April,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,100
QLD,21,2nd Quarter,04.April,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,21,2nd Quarter,04.April,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,70
NSW,21,2nd Quarter,04.April,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,60
NSW,21,2nd Quarter,04.April,1996,Afternoon, Multiple vehicle,4,Yes,unknown,Speed D:Slow,No,90
NSW,21,2nd Quarter,04.April,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,80
NSW,21,2nd Quarter,04.April,1996,Night,Single vehicle,3,No,unknown,Speed D:Slow,No,60
WA,21,2nd Quarter,04.April,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,110
NSW,22,2nd Quarter,04.April,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
TAS,22,2nd Quarter,04.April,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
VIC,23,2nd Quarter,04.April,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,23,2nd Quarter,04.April,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,70
QLD,23,2nd Quarter,04.April,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
WA,23,2nd Quarter,04.April,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
VIC,23,2nd Quarter,04.April,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,24,2nd Quarter,04.April,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,100
ACT,24,2nd Quarter,04.April,1996,Afternoon, Multiple vehicle,1,No,unknown,5,No,unknown
NSW,24,2nd Quarter,04.April,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,100
NSW,25,2nd Quarter,04.April,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
WA,25,2nd Quarter,04.April,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,110
NSW,25,2nd Quarter,04.April,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,100
QLD,25,2nd Quarter,04.April,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,25,2nd Quarter,04.April,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
VIC,25,2nd Quarter,04.April,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,26,2nd Quarter,04.April,1996,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,60
WA,26,2nd Quarter,04.April,1996,Morning,Single vehicle,2,No,unknown,Speed D:Slow,No,110
TAS,26,2nd Quarter,04.April,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
QLD,26,2nd Quarter,04.April,1996,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,100
VIC,26,2nd Quarter,04.April,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,26,2nd Quarter,04.April,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,27,2nd Quarter,04.April,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,27,2nd Quarter,04.April,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
WA,27,2nd Quarter,04.April,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,27,2nd Quarter,04.April,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,27,2nd Quarter,04.April,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,100
QLD,27,2nd Quarter,04.April,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,60
TAS,27,2nd Quarter,04.April,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,27,2nd Quarter,04.April,1996,Afternoon, Multiple vehicle,1,Yes,unknown,Speed D:Slow,No,70
WA,27,2nd Quarter,04.April,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,80
QLD,28,2nd Quarter,04.April,1996,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,60
SA,28,2nd Quarter,04.April,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,Yes,110
NSW,28,2nd Quarter,04.April,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
VIC,29,2nd Quarter,04.April,1996,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NSW,29,2nd Quarter,04.April,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,29,2nd Quarter,04.April,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,80
WA,29,2nd Quarter,04.April,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,110
NSW,29,2nd Quarter,04.April,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,29,2nd Quarter,04.April,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,100
NSW,30,2nd Quarter,04.April,1996,Night,Pedestrian,1,No,unknown,Speed D:Slow,Yes,60
VIC,30,2nd Quarter,04.April,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,80
NSW,30,2nd Quarter,04.April,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NSW,30,2nd Quarter,04.April,1996,Afternoon,Pedestrian,1,Yes,unknown,Speed D:Slow,No,100
VIC,1,2nd Quarter,05.May,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,1,2nd Quarter,05.May,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,110
SA,1,2nd Quarter,05.May,1996,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NSW,1,2nd Quarter,05.May,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,80
VIC,1,2nd Quarter,05.May,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,90
NSW,1,2nd Quarter,05.May,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NT,1,2nd Quarter,05.May,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,110
WA,1,2nd Quarter,05.May,1996,Night,Single vehicle,6,No,unknown,Speed D:Slow,No,110
NT,2,2nd Quarter,05.May,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,110
NSW,3,2nd Quarter,05.May,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,60
WA,3,2nd Quarter,05.May,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,110
NSW,3,2nd Quarter,05.May,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,80
TAS,3,2nd Quarter,05.May,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
QLD,3,2nd Quarter,05.May,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,3,2nd Quarter,05.May,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
NT,4,2nd Quarter,05.May,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,70
VIC,4,2nd Quarter,05.May,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,70
NSW,4,2nd Quarter,05.May,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,80
NSW,4,2nd Quarter,05.May,1996,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,80
VIC,4,2nd Quarter,05.May,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NT,4,2nd Quarter,05.May,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,70
NSW,4,2nd Quarter,05.May,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
SA,4,2nd Quarter,05.May,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,110
VIC,4,2nd Quarter,05.May,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,80
SA,5,2nd Quarter,05.May,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,110
QLD,5,2nd Quarter,05.May,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
ACT,5,2nd Quarter,05.May,1996,Morning, Multiple vehicle,2,No,unknown,28,No,unknown
NSW,5,2nd Quarter,05.May,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
VIC,5,2nd Quarter,05.May,1996,Afternoon,Single vehicle,1,No,unknown,Speed C:Medium,No,40
TAS,5,2nd Quarter,05.May,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
VIC,6,2nd Quarter,05.May,1996,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,60
VIC,6,2nd Quarter,05.May,1996,Morning, Multiple vehicle,2,No,unknown,Speed D:Slow,Yes,100
VIC,6,2nd Quarter,05.May,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
WA,6,2nd Quarter,05.May,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,110
NSW,6,2nd Quarter,05.May,1996,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NT,7,2nd Quarter,05.May,1996,Morning, Multiple vehicle,4,No,unknown,Speed D:Slow,No,110
QLD,7,2nd Quarter,05.May,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,100
NSW,7,2nd Quarter,05.May,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,7,2nd Quarter,05.May,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,70
QLD,7,2nd Quarter,05.May,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
QLD,8,2nd Quarter,05.May,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,80
SA,9,2nd Quarter,05.May,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,110
NSW,9,2nd Quarter,05.May,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,9,2nd Quarter,05.May,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,80
QLD,10,2nd Quarter,05.May,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
QLD,10,2nd Quarter,05.May,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,60
QLD,10,2nd Quarter,05.May,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,100
SA,10,2nd Quarter,05.May,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NSW,10,2nd Quarter,05.May,1996,Afternoon, Multiple vehicle,2,No,unknown,Speed D:Slow,No,100
QLD,10,2nd Quarter,05.May,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
SA,10,2nd Quarter,05.May,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
VIC,10,2nd Quarter,05.May,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,10,2nd Quarter,05.May,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
TAS,11,2nd Quarter,05.May,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,110
QLD,11,2nd Quarter,05.May,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,11,2nd Quarter,05.May,1996,Night,Single vehicle,2,No,unknown,Speed D:Slow,No,100
NSW,11,2nd Quarter,05.May,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,80
NSW,12,2nd Quarter,05.May,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
QLD,12,2nd Quarter,05.May,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,12,2nd Quarter,05.May,1996,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,70
VIC,12,2nd Quarter,05.May,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
QLD,12,2nd Quarter,05.May,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,60
QLD,12,2nd Quarter,05.May,1996,Morning, Multiple vehicle,2,No,unknown,Speed D:Slow,No,60
NSW,12,2nd Quarter,05.May,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,100
VIC,12,2nd Quarter,05.May,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,13,2nd Quarter,05.May,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,90
QLD,13,2nd Quarter,05.May,1996,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NSW,13,2nd Quarter,05.May,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,13,2nd Quarter,05.May,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,14,2nd Quarter,05.May,1996,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,60
SA,14,2nd Quarter,05.May,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
ACT,14,2nd Quarter,05.May,1996,Afternoon,Pedestrian,1,No,unknown,35,No,unknown
QLD,14,2nd Quarter,05.May,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
VIC,14,2nd Quarter,05.May,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
VIC,14,2nd Quarter,05.May,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
WA,15,2nd Quarter,05.May,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,110
VIC,16,2nd Quarter,05.May,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,100
SA,16,2nd Quarter,05.May,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
VIC,17,2nd Quarter,05.May,1996,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,100
SA,17,2nd Quarter,05.May,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,18,2nd Quarter,05.May,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,80
NT,18,2nd Quarter,05.May,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,110
NSW,18,2nd Quarter,05.May,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,80
SA,18,2nd Quarter,05.May,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,18,2nd Quarter,05.May,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
VIC,18,2nd Quarter,05.May,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
NT,18,2nd Quarter,05.May,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,110
QLD,19,2nd Quarter,05.May,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
SA,19,2nd Quarter,05.May,1996,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,100
WA,19,2nd Quarter,05.May,1996,Morning, Multiple vehicle,2,No,unknown,Speed D:Slow,No,110
NSW,19,2nd Quarter,05.May,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,19,2nd Quarter,05.May,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,70
VIC,19,2nd Quarter,05.May,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,20,2nd Quarter,05.May,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,60
QLD,20,2nd Quarter,05.May,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
QLD,20,2nd Quarter,05.May,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,100
QLD,21,2nd Quarter,05.May,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
QLD,21,2nd Quarter,05.May,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
WA,21,2nd Quarter,05.May,1996,Morning,Pedestrian,1,No,unknown,Speed D:Slow,Yes,110
QLD,21,2nd Quarter,05.May,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,110
SA,21,2nd Quarter,05.May,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,80
VIC,21,2nd Quarter,05.May,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,70
QLD,21,2nd Quarter,05.May,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,Yes,100
NSW,22,2nd Quarter,05.May,1996,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NSW,22,2nd Quarter,05.May,1996,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NSW,22,2nd Quarter,05.May,1996,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,70
QLD,23,2nd Quarter,05.May,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
QLD,23,2nd Quarter,05.May,1996,Morning, Multiple vehicle,1,No,unknown,Speed C:Medium,No,40
NSW,23,2nd Quarter,05.May,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NSW,24,2nd Quarter,05.May,1996,Afternoon, Multiple vehicle,1,Yes,unknown,Speed D:Slow,No,60
QLD,24,2nd Quarter,05.May,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
VIC,25,2nd Quarter,05.May,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
WA,25,2nd Quarter,05.May,1996,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,70
VIC,25,2nd Quarter,05.May,1996,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,100
NSW,26,2nd Quarter,05.May,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,27,2nd Quarter,05.May,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,28,2nd Quarter,05.May,1996,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NSW,28,2nd Quarter,05.May,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,28,2nd Quarter,05.May,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,100
QLD,28,2nd Quarter,05.May,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,29,2nd Quarter,05.May,1996,Morning, Multiple vehicle,2,No,unknown,Speed D:Slow,Yes,100
NSW,29,2nd Quarter,05.May,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,110
VIC,29,2nd Quarter,05.May,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,100
QLD,29,2nd Quarter,05.May,1996,Morning, Multiple vehicle,2,No,unknown,Speed D:Slow,No,80
NSW,29,2nd Quarter,05.May,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,29,2nd Quarter,05.May,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
QLD,29,2nd Quarter,05.May,1996,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NT,29,2nd Quarter,05.May,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,70
QLD,30,2nd Quarter,05.May,1996,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,60
WA,30,2nd Quarter,05.May,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,110
NSW,30,2nd Quarter,05.May,1996,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,60
VIC,31,2nd Quarter,05.May,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NT,31,2nd Quarter,05.May,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,110
WA,31,2nd Quarter,05.May,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,Yes,110
QLD,31,2nd Quarter,05.May,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,110
SA,31,2nd Quarter,05.May,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,31,2nd Quarter,05.May,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,31,2nd Quarter,05.May,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,70
QLD,1,2nd Quarter,06.June,1996,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,100
NSW,1,2nd Quarter,06.June,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,100
SA,1,2nd Quarter,06.June,1996,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,100
VIC,2,2nd Quarter,06.June,1996,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,80
NSW,2,2nd Quarter,06.June,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,70
NSW,2,2nd Quarter,06.June,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
VIC,2,2nd Quarter,06.June,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NSW,3,2nd Quarter,06.June,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NSW,4,2nd Quarter,06.June,1996,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,60
QLD,4,2nd Quarter,06.June,1996,Morning, Multiple vehicle,2,No,unknown,Speed D:Slow,No,100
NSW,4,2nd Quarter,06.June,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
VIC,5,2nd Quarter,06.June,1996,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,60
VIC,5,2nd Quarter,06.June,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,100
QLD,6,2nd Quarter,06.June,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,60
QLD,6,2nd Quarter,06.June,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,60
SA,6,2nd Quarter,06.June,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,90
WA,6,2nd Quarter,06.June,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,110
QLD,6,2nd Quarter,06.June,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
QLD,7,2nd Quarter,06.June,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,100
WA,7,2nd Quarter,06.June,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,80
NSW,7,2nd Quarter,06.June,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NSW,7,2nd Quarter,06.June,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NSW,8,2nd Quarter,06.June,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,8,2nd Quarter,06.June,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,8,2nd Quarter,06.June,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,8,2nd Quarter,06.June,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
QLD,8,2nd Quarter,06.June,1996,Afternoon,Pedestrian,1,No,unknown,Speed C:Medium,No,40
VIC,8,2nd Quarter,06.June,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
WA,8,2nd Quarter,06.June,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
QLD,8,2nd Quarter,06.June,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
SA,9,2nd Quarter,06.June,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,110
VIC,9,2nd Quarter,06.June,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,100
