State,Quarter,CrashID,Month,Year,Hour,Crash_Type,Number_of_Fatalities,Bus_Involvement,Heavy_Rigid_Truck_Involvement,Speed Group,Articulated_Truck_Involvement,Speed_Limit
QLD,22,1st Quarter,02.February,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
VIC,22,1st Quarter,02.February,1996,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,60
VIC,23,1st Quarter,02.February,1996,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,60
QLD,23,1st Quarter,02.February,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,80
VIC,23,1st Quarter,02.February,1996,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NSW,23,1st Quarter,02.February,1996,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NSW,23,1st Quarter,02.February,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,24,1st Quarter,02.February,1996,Night,Single vehicle,2,No,unknown,Speed D:Slow,No,70
SA,24,1st Quarter,02.February,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
QLD,24,1st Quarter,02.February,1996,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,60
VIC,24,1st Quarter,02.February,1996,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,80
NSW,24,1st Quarter,02.February,1996,Afternoon, Multiple vehicle,2,No,unknown,Speed D:Slow,No,100
QLD,24,1st Quarter,02.February,1996,Afternoon, Multiple vehicle,2,Yes,unknown,Speed D:Slow,Yes,60
NSW,24,1st Quarter,02.February,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,90
VIC,24,1st Quarter,02.February,1996,Night,Single vehicle,1,No,unknown,55,No,unknown
NSW,25,1st Quarter,02.February,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,25,1st Quarter,02.February,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,100
VIC,25,1st Quarter,02.February,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,100
WA,25,1st Quarter,02.February,1996,Afternoon,Single vehicle,3,No,unknown,Speed D:Slow,No,110
VIC,25,1st Quarter,02.February,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,25,1st Quarter,02.February,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
SA,26,1st Quarter,02.February,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,70
VIC,26,1st Quarter,02.February,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,70
QLD,26,1st Quarter,02.February,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,26,1st Quarter,02.February,1996,Night,Single vehicle,2,No,unknown,Speed D:Slow,No,80
NSW,27,1st Quarter,02.February,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,60
WA,27,1st Quarter,02.February,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,27,1st Quarter,02.February,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
WA,27,1st Quarter,02.February,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,27,1st Quarter,02.February,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,80
TAS,27,1st Quarter,02.February,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
VIC,28,1st Quarter,02.February,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,80
QLD,28,1st Quarter,02.February,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,28,1st Quarter,02.February,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
TAS,28,1st Quarter,02.February,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,100
VIC,28,1st Quarter,02.February,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,80
NSW,28,1st Quarter,02.February,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,70
NSW,28,1st Quarter,02.February,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,70
NSW,29,1st Quarter,02.February,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,100
QLD,29,1st Quarter,02.February,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,29,1st Quarter,02.February,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
WA,29,1st Quarter,02.February,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,110
NSW,29,1st Quarter,02.February,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
TAS,2,1st Quarter,03.March,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,80
WA,2,1st Quarter,03.March,1996,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,90
NSW,2,1st Quarter,03.March,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,80
SA,2,1st Quarter,03.March,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
SA,2,1st Quarter,03.March,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,110
NSW,2,1st Quarter,03.March,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
VIC,3,1st Quarter,03.March,1996,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,100
WA,3,1st Quarter,03.March,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,110
VIC,3,1st Quarter,03.March,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,70
QLD,3,1st Quarter,03.March,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,3,1st Quarter,03.March,1996,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,60
QLD,4,1st Quarter,03.March,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,80
NSW,4,1st Quarter,03.March,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,100
NSW,4,1st Quarter,03.March,1996,Morning, Multiple vehicle,3,No,unknown,Speed D:Slow,No,60
VIC,4,1st Quarter,03.March,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NT,4,1st Quarter,03.March,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,110
WA,4,1st Quarter,03.March,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
TAS,4,1st Quarter,03.March,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,4,1st Quarter,03.March,1996,Afternoon,Single vehicle,1,No,unknown,Speed C:Medium,Yes,50
NSW,5,1st Quarter,03.March,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,5,1st Quarter,03.March,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
QLD,5,1st Quarter,03.March,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,5,1st Quarter,03.March,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
WA,5,1st Quarter,03.March,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,110
VIC,6,1st Quarter,03.March,1996,Morning, Multiple vehicle,1,Yes,unknown,Speed D:Slow,No,60
NSW,6,1st Quarter,03.March,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
WA,7,1st Quarter,03.March,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,60
WA,7,1st Quarter,03.March,1996,Night,Single vehicle,2,No,unknown,Speed D:Slow,No,110
NSW,8,1st Quarter,03.March,1996,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NSW,8,1st Quarter,03.March,1996,Morning, Multiple vehicle,2,No,unknown,Speed D:Slow,Yes,100
SA,8,1st Quarter,03.March,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
VIC,8,1st Quarter,03.March,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NSW,9,1st Quarter,03.March,1996,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,100
QLD,9,1st Quarter,03.March,1996,Morning, Multiple vehicle,2,No,unknown,Speed D:Slow,Yes,100
QLD,9,1st Quarter,03.March,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,9,1st Quarter,03.March,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,110
WA,9,1st Quarter,03.March,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,110
VIC,9,1st Quarter,03.March,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,80
NSW,9,1st Quarter,03.March,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,80
NSW,9,1st Quarter,03.March,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,80
VIC,10,1st Quarter,03.March,1996,Night,Single vehicle,1,No,unknown,Speed C:Medium,No,40
SA,10,1st Quarter,03.March,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,10,1st Quarter,03.March,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
SA,10,1st Quarter,03.March,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,10,1st Quarter,03.March,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,80
WA,10,1st Quarter,03.March,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,110
TAS,10,1st Quarter,03.March,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
VIC,10,1st Quarter,03.March,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
SA,11,1st Quarter,03.March,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
SA,11,1st Quarter,03.March,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,110
WA,11,1st Quarter,03.March,1996,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,70
WA,11,1st Quarter,03.March,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,110
NSW,11,1st Quarter,03.March,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
VIC,11,1st Quarter,03.March,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
VIC,12,1st Quarter,03.March,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
QLD,12,1st Quarter,03.March,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
SA,12,1st Quarter,03.March,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,110
VIC,13,1st Quarter,03.March,1996,Morning,Pedestrian,1,No,unknown,Speed D:Slow,Yes,60
NSW,13,1st Quarter,03.March,1996,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,60
QLD,14,1st Quarter,03.March,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,14,1st Quarter,03.March,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
QLD,14,1st Quarter,03.March,1996,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,60
VIC,15,1st Quarter,03.March,1996,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,110
QLD,15,1st Quarter,03.March,1996,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,60
VIC,16,1st Quarter,03.March,1996,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,80
NSW,16,1st Quarter,03.March,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
QLD,16,1st Quarter,03.March,1996,Morning, Multiple vehicle,2,No,unknown,Speed D:Slow,No,60
QLD,16,1st Quarter,03.March,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
VIC,16,1st Quarter,03.March,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,110
TAS,16,1st Quarter,03.March,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,110
VIC,16,1st Quarter,03.March,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,80
NSW,17,1st Quarter,03.March,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
QLD,17,1st Quarter,03.March,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,80
NSW,17,1st Quarter,03.March,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,110
VIC,17,1st Quarter,03.March,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,80
NSW,18,1st Quarter,03.March,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
WA,18,1st Quarter,03.March,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,18,1st Quarter,03.March,1996,Morning, Multiple vehicle,2,No,unknown,Speed D:Slow,No,100
NSW,18,1st Quarter,03.March,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,80
VIC,18,1st Quarter,03.March,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,18,1st Quarter,03.March,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
VIC,18,1st Quarter,03.March,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,70
NSW,19,1st Quarter,03.March,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,Yes,100
VIC,19,1st Quarter,03.March,1996,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,60
SA,19,1st Quarter,03.March,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,80
WA,19,1st Quarter,03.March,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,110
NSW,19,1st Quarter,03.March,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
QLD,19,1st Quarter,03.March,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
WA,20,1st Quarter,03.March,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
SA,20,1st Quarter,03.March,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,110
TAS,20,1st Quarter,03.March,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,110
SA,20,1st Quarter,03.March,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,60
QLD,21,1st Quarter,03.March,1996,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,60
VIC,21,1st Quarter,03.March,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,21,1st Quarter,03.March,1996,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NSW,21,1st Quarter,03.March,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,21,1st Quarter,03.March,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,110
WA,22,1st Quarter,03.March,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,110
VIC,22,1st Quarter,03.March,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,60
WA,22,1st Quarter,03.March,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,90
NSW,22,1st Quarter,03.March,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,80
QLD,22,1st Quarter,03.March,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
QLD,23,1st Quarter,03.March,1996,Night, Multiple vehicle,2,No,unknown,Speed D:Slow,Yes,100
QLD,23,1st Quarter,03.March,1996,Night,Single vehicle,3,No,unknown,Speed D:Slow,No,100
SA,23,1st Quarter,03.March,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,23,1st Quarter,03.March,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
TAS,23,1st Quarter,03.March,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
SA,23,1st Quarter,03.March,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NT,23,1st Quarter,03.March,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,110
NSW,24,1st Quarter,03.March,1996,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,60
QLD,24,1st Quarter,03.March,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,24,1st Quarter,03.March,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
QLD,24,1st Quarter,03.March,1996,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,60
QLD,24,1st Quarter,03.March,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,80
VIC,24,1st Quarter,03.March,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,70
QLD,24,1st Quarter,03.March,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,24,1st Quarter,03.March,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
VIC,24,1st Quarter,03.March,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,24,1st Quarter,03.March,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
TAS,24,1st Quarter,03.March,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,25,1st Quarter,03.March,1996,Morning,Pedestrian,1,Yes,unknown,Speed D:Slow,No,60
SA,25,1st Quarter,03.March,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,110
NSW,25,1st Quarter,03.March,1996,Afternoon, Multiple vehicle,1,Yes,unknown,Speed D:Slow,No,60
NSW,27,1st Quarter,03.March,1996,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,80
QLD,27,1st Quarter,03.March,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,28,1st Quarter,03.March,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
SA,28,1st Quarter,03.March,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,110
WA,28,1st Quarter,03.March,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,110
NSW,29,1st Quarter,03.March,1996,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,60
TAS,29,1st Quarter,03.March,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,110
SA,29,1st Quarter,03.March,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,60
NSW,29,1st Quarter,03.March,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,29,1st Quarter,03.March,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,100
QLD,29,1st Quarter,03.March,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,29,1st Quarter,03.March,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,90
TAS,29,1st Quarter,03.March,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,30,1st Quarter,03.March,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,30,1st Quarter,03.March,1996,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,80
VIC,30,1st Quarter,03.March,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
NT,30,1st Quarter,03.March,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,110
VIC,30,1st Quarter,03.March,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
VIC,30,1st Quarter,03.March,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
VIC,31,1st Quarter,03.March,1996,unknown,Single vehicle,1,No,unknown,Speed D:Slow,No,100
VIC,31,1st Quarter,03.March,1996,Morning, Multiple vehicle,2,No,unknown,Speed D:Slow,No,60
WA,31,1st Quarter,03.March,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
QLD,31,1st Quarter,03.March,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,60
QLD,31,1st Quarter,03.March,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
VIC,31,1st Quarter,03.March,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,31,1st Quarter,03.March,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
SA,31,1st Quarter,03.March,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,110
VIC,1,2nd Quarter,04.April,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,110
NSW,1,2nd Quarter,04.April,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
QLD,1,2nd Quarter,04.April,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,1,2nd Quarter,04.April,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
VIC,1,2nd Quarter,04.April,1996,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,60
QLD,2,2nd Quarter,04.April,1996,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NSW,2,2nd Quarter,04.April,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,No,70
NSW,2,2nd Quarter,04.April,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,70
VIC,2,2nd Quarter,04.April,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,Yes,60
VIC,2,2nd Quarter,04.April,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
WA,2,2nd Quarter,04.April,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NSW,2,2nd Quarter,04.April,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,80
WA,3,2nd Quarter,04.April,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,60
NSW,3,2nd Quarter,04.April,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,60
VIC,4,2nd Quarter,04.April,1996,Afternoon, Multiple vehicle,2,No,unknown,Speed D:Slow,No,100
WA,4,2nd Quarter,04.April,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,110
VIC,4,2nd Quarter,04.April,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
TAS,4,2nd Quarter,04.April,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
NT,4,2nd Quarter,04.April,1996,Afternoon,Single vehicle,2,No,unknown,Speed D:Slow,No,110
NSW,4,2nd Quarter,04.April,1996,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,60
TAS,5,2nd Quarter,04.April,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,5,2nd Quarter,04.April,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,5,2nd Quarter,04.April,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
VIC,5,2nd Quarter,04.April,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,5,2nd Quarter,04.April,1996,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,60
VIC,5,2nd Quarter,04.April,1996,Night,Single vehicle,2,No,unknown,Speed D:Slow,No,60
VIC,6,2nd Quarter,04.April,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,6,2nd Quarter,04.April,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
WA,6,2nd Quarter,04.April,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
SA,6,2nd Quarter,04.April,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
SA,6,2nd Quarter,04.April,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,80
NSW,7,2nd Quarter,04.April,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,7,2nd Quarter,04.April,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,7,2nd Quarter,04.April,1996,Afternoon, Multiple vehicle,2,No,unknown,Speed D:Slow,No,100
SA,8,2nd Quarter,04.April,1996,Morning,Single vehicle,2,No,unknown,Speed D:Slow,No,110
NSW,8,2nd Quarter,04.April,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,8,2nd Quarter,04.April,1996,Morning,Single vehicle,2,No,unknown,Speed D:Slow,No,100
NSW,8,2nd Quarter,04.April,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
SA,8,2nd Quarter,04.April,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
QLD,9,2nd Quarter,04.April,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,60
WA,9,2nd Quarter,04.April,1996,Morning,Pedestrian,1,Yes,unknown,Speed D:Slow,No,60
NSW,9,2nd Quarter,04.April,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,100
SA,9,2nd Quarter,04.April,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,110
NSW,10,2nd Quarter,04.April,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
NSW,10,2nd Quarter,04.April,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,10,2nd Quarter,04.April,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,100
WA,10,2nd Quarter,04.April,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,10,2nd Quarter,04.April,1996,Night,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NT,10,2nd Quarter,04.April,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,110
WA,11,2nd Quarter,04.April,1996,Night, Multiple vehicle,1,No,unknown,Speed D:Slow,Yes,100
VIC,11,2nd Quarter,04.April,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
QLD,11,2nd Quarter,04.April,1996,Afternoon,Single vehicle,1,No,unknown,Speed D:Slow,No,110
NSW,11,2nd Quarter,04.April,1996,Afternoon,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NSW,11,2nd Quarter,04.April,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,60
VIC,12,2nd Quarter,04.April,1996,Night,Single vehicle,2,No,unknown,Speed D:Slow,No,70
VIC,12,2nd Quarter,04.April,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
WA,12,2nd Quarter,04.April,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,110
WA,12,2nd Quarter,04.April,1996,Morning,Pedestrian,1,No,unknown,Speed D:Slow,No,60
NSW,12,2nd Quarter,04.April,1996,Afternoon, Multiple vehicle,2,No,unknown,Speed D:Slow,No,100
WA,12,2nd Quarter,04.April,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,90
QLD,13,2nd Quarter,04.April,1996,Night,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,13,2nd Quarter,04.April,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,60
QLD,13,2nd Quarter,04.April,1996,Morning,Single vehicle,2,No,unknown,Speed D:Slow,No,100
QLD,13,2nd Quarter,04.April,1996,Morning,Single vehicle,1,No,unknown,Speed D:Slow,No,100
NSW,13,2nd Quarter,04.April,1996,Morning, Multiple vehicle,1,No,unknown,Speed D:Slow,No,100
TAS,13,2nd Quarter,04.April,1996,Afternoon, Multiple vehicle,4,No,unknown,Speed D:Slow,No,100
QLD,13,2nd Quarter,04.April,1996,Afternoon, Multiple vehicle,1,No,unknown,Speed D:Slow,No,60
